2877.180096,2877.278882
6477.203822,6477.203823,6477.203823,6477.203823
6478.260797,6478.260798,6478.260798,6478.260799
8277.133210,8277.133212,8277.133212
8278.226047,8278.226047,8278.226048
11877.171115
11878.318294
13677.157811,13677.157812,13677.157813,13677.158647
13679.220246,13679.220247,13679.220247,13679.220247
15477.247059,15477.247060,15477.247061,15477.247061
15478.284491,15478.284491,15478.284492,15478.284492
17277.239752
17278.370299
19077.228794,19077.236292,19077.236293,19077.327875,19077.327876,19077.327877
19084.480705
19088.479102
19092.488186
19096.497160
19100.511882
19104.524618
19108.507924
19112.518142
19116.534005
19120.541671
19124.539446
19126.344956
19128.548421,19129.370518,19129.611641
19130.622794
19135.637850
19140.655954
20877.207341,20877.207343,20877.207343,20877.313726,20877.313727,20877.313727
22677.282489,22677.282490,22677.551980
22679.345878,22679.345878
24477.184650,24477.184651,24477.184651,24477.186528,24477.289066,24477.289067,24477.289068,24477.289068
26277.187036,26277.189781,26277.189782,26277.268524,26277.268525,26277.268526
28077.249561,28077.249562,28077.249563,28077.353085,28077.353086,28077.353086
29877.240041,29877.240043,29877.240044,29877.338416,29877.338418,29877.338418
31677.217281,31677.217282,31677.217282,31677.217283,31677.507490,31677.507492,31677.507492,31677.507493
33477.199407,33477.199409,33477.199409,33477.199409,33477.306351,33477.306352,33477.306352,33477.306353
37077.209315,37077.209316,37077.209318,37077.209319,37077.280043,37077.280044,37077.280044,37077.280045
38877.336219,38877.336220,38877.336222,38877.336222
38878.381328,38878.381328,38878.381328,38878.381328
40677.258086,40677.258087,40677.258087
40678.376917,40678.376918,40678.376919
42477.234624,42477.234625,42477.234626,42477.339824,42477.339825
44277.242034,44277.242034,44277.261656,44277.319334,44277.319335,44277.319335
46077.283579,46077.283581,46077.283581,46077.283581
46078.325337,46078.325338,46078.325339,46078.325339
47877.252264,47877.252265,47877.252265
47878.314022,47878.314023,47878.314023
51477.314145,51477.314148,51477.314149,51477.418112,51477.418112,51477.418112
53277.337052,53277.337053,53277.337054,53277.337054,53277.418051,53277.418051,53277.418052,53277.418053
55077.297626,55077.297627,55077.297628,55077.353264,55077.353265
56877.254823,56877.254824,56877.254826,56877.254826,56877.293503,56877.293505,56877.293505,56877.306333
58677.283255,58677.283256,58677.283256
58678.432321
60477.298680,60477.304070,60477.304071
64077.322539,64077.322541,64077.322542
64079.392247,64079.392247,64079.392248
65877.287930,65877.287931,65877.287931,65877.425974,65877.425975,65877.425975
65885.813469
67677.302097,67677.302100,67677.302100
69477.331258,69477.331259,69477.331259
71277.295931,71277.298627,71277.298628
73077.394297
73078.544065
74877.412015,74877.412016,74877.412018
74878.460484,74878.460485,74878.892172
76677.302414,76677.302415,76677.302415,76677.428271,76677.428271,76677.428273
78477.305965,78477.305967,78477.305967,78477.305967,78477.410838,78477.410838,78477.410839,78477.410839
80277.340196,80277.340197,80277.340198,80277.340198,80277.427114,80277.427114
82077.387513,82077.387514,82077.387515,82077.499297,82077.499297
83877.392033,83877.392035,83877.392035,83877.495276,83877.495276,83877.495277
85677.350270,85677.350272,85677.350272,85677.350272
85678.394003,85678.394004,85678.394004
87477.353317,87477.353318,87477.353319
87478.478408,87478.478408,87478.478408
89277.434411,89277.542172
91077.404278,91077.404280,91077.404280,91077.520404,91077.520405,91077.520405
92877.360665,92877.360667,92877.360667,92877.503236,92877.503237,92877.503237
94677.374052,94677.494013
96477.378023,96477.378026,96477.378027,96477.483946,96477.483946,96477.483947
100077.386933,100077.386934,100077.386935,100077.386935
100078.483301,100078.483302,100078.483302,100078.483303
101877.442496,101877.442497,101877.442498,101877.544940,101877.544941,101877.544942
103677.412638,103677.412638,103677.412639,103677.517233,103677.517233
109077.408296,109077.408299,109077.408299,109077.477715,109077.477715,109077.477716
110877.416317,110877.416317,110877.416318,110877.416318,110877.463284,110877.463284,110877.463285,110877.463510
112677.456126,112677.456128,112677.456129,112677.549230,112677.549231,112677.549232
114477.430292,114477.539403
116277.422929,116277.524331
118077.432732,118077.432733,118077.432734
118079.546606,118079.546607
119877.483703,119877.483704,119877.483705,119877.483705,119877.586891,119877.586891,119877.586891,119877.586892
121677.466594,121677.466629,121677.466630,121677.571780,121677.571782,121677.571782
123477.458157,123477.458158,123477.681521,123477.681523,123477.681524,123477.681524,123477.741468,123477.743316
125277.515635,125277.515635,125277.647930,125277.647930
127077.501993,127077.529919,127077.529920,127077.529921,127077.529921,127077.537549,127077.539407,127077.575431
128877.511411,128877.511411,128877.616080,128877.616080
130677.492032,130677.492036,130677.492036,130677.597651,130677.597652
132477.477546,132477.477547,132477.477547,132477.477548,132477.587362,132477.587362,132477.587363,132477.587363
134277.476953,134277.476954,134277.476955,134277.562754,134277.562755
136077.537554
136078.680056
137877.517001,137877.517002,137877.517002,137877.639322,137877.639322,137877.639323
139677.509020,139677.509021,139677.509022,139677.625114,139677.625114,139677.625115
143744.328982,143744.328983,143744.328983,143744.328984,143744.434282,143744.434283,143744.434285,143744.434286
147344.345062,147344.345063,147344.345063,147344.406441,147344.406442,147344.406443
149144.391943,149144.495184
150944.368286,150944.368287,150944.368287,150944.368288,150944.472286,150944.472287,150944.472287,150944.472288
156344.356315,156344.356317,156344.356317
158144.468293,158144.575747
159944.493562,159944.493563,159944.493564,159944.493564,159944.598026,159944.598027,159944.598027,159944.598028
161744.349071,161744.455093
165344.409169,165344.411209,165344.411210,165344.655666,165344.655667,165344.655667
167144.377515,167144.377516,167144.377517,167144.377517,167144.435993,167144.435993
168944.413142,168944.413143,168944.413143,168944.413144,168944.519172,168944.519173,168944.519174,168944.519175
170744.413440,170744.414259,170744.414261,170744.507631,170744.507633
172544.404665,172544.404668,172544.404669,172544.406609,172544.499504,172544.499505,172544.499505,172544.499505
176144.441711,176144.441712,176144.441712,176144.441712,176144.464361,176144.464361,176144.464362,176144.500380
177944.438185,177944.438186,177944.438187,177944.552023,177944.552025,177944.552026
179744.582570,179744.582571,179744.582572,179744.697360,179744.697360,179744.697361
181544.504229,181544.504230,181544.504231,181544.578351,181544.638480,181544.651510
183344.501831,183344.501832,183344.501832,183344.525056,183344.540313,183344.545086
185144.407443,185144.539993
186944.472302,186944.472303,186944.472304,186944.562626,186944.562626,186944.562626,186944.603376
188744.535099,188744.553469,188744.553470,188744.553471
188745.585414,188745.585415,188745.585415,188745.585416
190544.455790,190544.455790,190544.455791,190544.455791,190544.556775,190544.556775,190544.556776,190544.556776
