7901.870221
9701.889971,9701.889972
36702.231888
79902.743338
90702.868758,90702.868759
96102.939600,96102.939601
108460.000727,108460.001494
121060.142058
122860.166493
126460.209675
128260.227107
135460.312866
140860.370211
151660.500234,151660.501093
187660.919992,187660.919992
194861.094836,194861.094837
270955.424431
276355.516247,276355.516248
288955.671990
297955.760221
331518.842773,331518.842773
358519.165427
396508.242621
401908.285770
405508.306332
