11501.927602,11501.993265
13301.948728,13302.079706
20502.039844,20502.125218
22302.054931,22302.193833
25902.101195
25903.193497
27702.123751,27702.255522
34902.208497,34902.285613
38502.246239,38502.341713
40302.276320,40302.334810
43902.315851,43902.400029
45702.335447,45702.386465
61902.554576,61902.673902
63702.537337,63702.620449
65502.559643,65502.697473
67302.588056,67302.690578
74502.735172,74502.790511
83502.782862,83502.852472
85302.806022,85302.850194
88902.834350,88902.896511
92502.872714,92502.974639
103303.013165,103303.072962
117460.101762,117460.241594
124660.187104,124660.281475
139060.357524
142660.398355,142660.438030
144460.414303,144460.494937
149860.481843,149860.557468
155260.542630
169660.702857,169660.770974
171460.729418,171460.804313
173260.749177,173260.836302
176860.804028,176860.908863
178660.859239,178660.925037
182260.902366,182260.996356
189460.950927,189461.090279
205661.125359,205661.210273
207461.239758,207461.379727
209261.199195,209261.300869
218313.445965,218313.578946
220113.441565
220114.561180
221913.459971,221913.518947
227313.522573,227313.565516
230913.569782,230913.644501
243513.734562,243513.825286
250713.851437
250714.913395
257913.869589,257913.969334
263755.408604,263755.503486
265555.405990,265555.550712
283555.551311,283555.603307
285355.662169,285355.780915
287155.642607,287155.711591
296155.736968,296155.805466
299755.774542,299755.867124
301555.810876,301555.856900
303355.832166,303355.953487
317118.657254
317119.738287
318918.697190,318918.797373
322518.694914,322518.731726
329718.819268,329718.903931
333318.868700
333319.993447
342318.949139
344118.976271,344119.066503
349519.049196
351319.071353,351319.113636
356719.136678,356719.265013
360319.191181,360319.335110
363919.222506,363919.297113
374719.363839
374720.432978
378319.393254,378319.469688
385519.483927,385519.613053
387319.500202,387319.606318
388854.080703,388854.126693
392908.190857,392908.268177
394708.210483,394708.259615
400108.286714
410908.407071,410908.511270
412708.435665,412708.515836
418108.518241,418108.557554
419908.544992,419908.649508
427244.563346
427245.692440
