260854.255707,260854.322781,260854.329084,260854.329739,260854.329740,260854.381192,260854.381193,260854.421047,260854.424391,260854.432930,260854.468237,260854.471656,260854.483047,260854.485235,260854.492556,260854.493111,260854.541627,260854.541628,260854.582523,260854.584428,260854.635545,260854.644833
260859.458293,260859.489967,260859.495000,260859.501352,260859.558623,260859.558624,260859.573209,260859.618518,260859.626552
