1640966410.411139,1640966410.418651,1640966410.421274,1640966410.913530
1640966413.519064,1640966413.525218,1640966413.528051,1640966414.028184
1640966429.643986,1640966429.650456,1640966429.765974,1640966430.123059
1640966433.575374,1640966433.588471,1640966433.598501,1640966434.075854
1640966449.659233,1640966449.664484,1640966449.763545,1640966450.158485
1640966465.721295,1640966465.726416,1640966465.737708,1640966466.278967
1640966478.114671,1640966478.124584,1640966478.168839,1640966478.614227,1640966479.174806,1640966479.182739,1640966479.185956,1640966479.673125,1640966480.312692,1640966480.319401,1640966480.345779,1640966480.720613
1640966496.398658,1640966496.408462,1640966496.426009,1640966496.897361
1640966512.461890,1640966512.469348,1640966512.483659,1640966512.964252
1640966528.512415,1640966528.517573,1640966528.520376,1640966529.009942
1640966544.556908,1640966544.563978,1640966544.692524,1640966545.063962
1640966560.616886,1640966560.617479,1640966560.627324,1640966560.627327,1640966560.649095,1640966561.115726
1640966576.689733,1640966576.694455,1640966576.694601,1640966576.703415,1640966577.186884
1640966592.746705,1640966592.788906,1640966592.789712,1640966593.247200
1640966608.828239,1640966608.836080,1640966608.846160,1640966609.328341
1640966624.894417,1640966624.900422,1640966624.901303,1640966625.395461
1640966640.940034,1640966640.946533,1640966640.947889,1640966641.440712
1640966656.986099,1640966656.994901,1640966656.996601,1640966657.486919
1640966659.325052,1640966659.331547,1640966659.332685,1640966659.820914,1640966660.392155,1640966660.407363,1640966660.408989,1640966660.893362,1640966661.440188,1640966661.446615,1640966661.448351,1640966661.942134
1640966677.497637,1640966677.503014,1640966677.511709,1640966677.998381
1640966689.746658,1640966689.752649,1640966689.756624,1640966690.254589
1640966693.550404,1640966693.558940,1640966693.559871,1640966694.053145
1640966709.602885,1640966709.608492,1640966709.610125,1640966710.099304
1640966713.539422,1640966713.547663,1640966713.554551,1640966714.043897
1640966729.635171,1640966729.643845,1640966729.656132,1640966730.132902
1640966745.693428,1640966745.706271,1640966745.710609,1640966746.201313
1640966761.748576,1640966761.753840,1640966761.755764,1640966762.250972
1640966777.793268,1640966777.798516,1640966777.802881,1640966778.294832
1640966793.840731,1640966793.846998,1640966793.848196,1640966794.341583
1640966809.890439,1640966809.896003,1640966809.897328,1640966810.398012
