1638806423.703359,1638806423.711396,1638806423.870787
1638806463.748729,1638806463.755186,1638806463.908785
1638806503.784869,1638806503.795331,1638806503.867921
1638806543.833316,1638806543.839558,1638806544.126500
1638806583.930069,1638806583.936393,1638806584.137058
1638806623.968732,1638806623.979558,1638806624.174688
1638806643.631977,1638806643.641051,1638806643.939866
1638806683.698195,1638806683.704117,1638806683.874869
1638806709.609704,1638806709.615966,1638806709.770177
1638806723.718772,1638806723.725123,1638806723.915830
1638806764.377888,1638806764.384285,1638806764.821799,1638806764.870440,1638806764.875529
1638806804.411695,1638806804.423057,1638806804.635203
1638806844.441298,1638806844.488011,1638806844.635044
1638806884.579930,1638806884.586944,1638806884.682225,1638806885.301556,1638806885.313932,1638806885.390621,1638806885.397174,1638806885.406265,1638806885.416092,1638806885.441296,1638806885.450346,1638806885.503106,1638806885.632483,1638806885.638412,1638806885.736467,1638806885.798860
1638806925.555039,1638806925.562797,1638806925.562798,1638806925.642287
1638806943.591691,1638806943.601028,1638806943.664228
1638806983.703544,1638806983.710970,1638806983.917739
1638807023.739068,1638807023.749961,1638807023.880124
1638807063.770427,1638807063.777536,1638807063.890396
1638807103.820957,1638807103.845158,1638807103.911829
1638807143.861352,1638807143.868651,1638807143.889255
1638807183.885521,1638807183.893195,1638807184.193116
1638807223.924744,1638807223.933576,1638807224.143646
1638807243.593069,1638807243.602123,1638807243.606513
1638807283.666972,1638807283.673169,1638807283.943316
1638807323.704299,1638807323.712265,1638807323.908679
1638807363.741229,1638807363.751490,1638807363.917621
1638807403.781926,1638807403.788134,1638807403.944022
1638807443.804307,1638807443.812830,1638807443.900983
1638807484.375672,1638807484.383698,1638807484.787722
1638807489.779050,1638807489.787400,1638807490.394131
1638807491.439861,1638807491.439862
1638807529.895780,1638807529.902139
1638807530.937600
1638807543.641862,1638807543.650465,1638807543.938026
1638807583.759135,1638807583.764691,1638807583.902754
1638807623.803056,1638807623.809407,1638807623.907304
1638807663.841930,1638807663.847953,1638807663.944376
1638807703.882037,1638807703.888083,1638807703.902915
1638807743.917948,1638807743.926067,1638807744.161729
1638807783.958593,1638807783.967906,1638807784.162804
1638807823.998179,1638807824.004479,1638807824.200445
1638807843.593240,1638807843.600652,1638807843.657874
1638807883.695388,1638807883.704660,1638807883.909135
1638807923.735477,1638807923.747469,1638807923.940525
1638807963.773941,1638807963.780821,1638807963.913844
1638808003.812567,1638808003.820448,1638808003.915559
1638808043.848340,1638808043.854561,1638808043.951294
1638808083.891430,1638808083.898392,1638808083.904248
1638808123.928730,1638808123.936668,1638808124.159218
1638808143.605476,1638808143.612363,1638808143.681089
1638808183.719036,1638808183.725510,1638808183.923178
1638808223.758010,1638808223.764116,1638808223.962314
1638808263.795928,1638808263.805597,1638808263.918415
1638808303.834752,1638808303.841682,1638808303.937368
1638808343.872064,1638808343.878555,1638808343.920403
1638808383.910447,1638808383.917175,1638808383.921074
