352.193812
353.318946
5752.252354,5752.317925
16552.544235,16552.597349
21952.583128,21952.694924
36352.868392,36352.980954
42613.133351,42613.177166
42615.461594,42615.506558
42617.815787,42617.859107
44316.207730,44316.309682
56916.384758,56916.497299
62316.563734,62316.608940
71316.681979,71316.806646
76716.766282,76716.842757
78516.818902,78516.924192
80316.870822,80316.937839
85716.977521,85717.080877
87516.982916,87517.069951
98317.193674,98317.275860
107317.422716,107317.519756
109117.420057,109117.497965
116317.558165,116317.629064
118117.622348,118117.724714
123517.669912
125317.706185,125317.748124
128535.574780,128535.615812
133935.654683
139335.778197
141135.794094
151936.010438
155536.088942
166336.269671,166336.327213
166898.748809,166898.788372
166901.045152,166901.084887
166903.388151,166903.432111
168156.214270
168157.685119
173556.285930
173557.708590
175356.306324
175357.707678
177535.358588
181135.525999,181135.569048
190135.620481,190135.664037
195535.780454
197335.840176,197335.879861
202735.891238,202735.934471
208135.954345,208135.994561
213535.988480,213536.056443
224336.224100
224337.314970
226136.283136,226136.357494
227936.317886,227936.437047
244136.641111,244136.711241
245936.691071,245936.796995
249536.787705,249536.891415
254936.836270,254937.010731
256736.882034,256736.992646
258536.878159,258536.957888
265737.117739,265737.203357
267537.166255,267537.263682
269337.140665,269337.236721
271137.222828,271137.327872
305337.825272,305337.928142
308937.941452,308938.038701
313714.473557,313714.519138
313716.736514,313716.810431
313719.096295,313719.143671
315867.940019,315868.050864
317668.018827,317668.062774
319468.022424,319468.125147
326668.164963,326668.278267
328468.247640,328468.375393
332068.320122,332068.423196
333868.309492,333868.410117
342868.517763,342868.555200
344668.511598
351868.665749,351868.771073
359068.815766,359068.917994
362668.878542,362668.983883
366268.962153,366269.057457
373469.092522,373469.206713
377069.163396,377069.280116
386069.299561,386069.999241
388827.233976,388827.299076
388829.494730,388829.556766
388831.855100,388831.914495
390033.810798
397233.959764
397235.107741
399033.942338
404434.069856,404434.112332
406234.070164,406234.181656
411634.159851,411634.249445
