4702.891654
15116.281463,15116.290477
21163.889389,21163.889390
40964.079590,40964.081939
48164.133411
59396.524743
68396.594390,68396.596371
82796.698358,82796.698477
91071.820139
107271.965603,107271.965603
119872.055237,119872.056337
146732.467852
153932.530490
155732.516268
162932.531729
166532.595819
168332.612313
170132.627924
193532.836563,193532.841136
198932.828440
204332.929493,204332.929493
207932.995296,207933.002746
224133.086047
225933.096663
235222.978701
238822.930754
260423.073103
276623.307627
280223.290586
285623.406159
291023.434841
309023.587288
316223.639918
337823.795983
355917.887545
368517.960062
379846.218512
381646.232000,381646.234881
385728.650532
405528.810627
409128.870122,409128.870123
410928.877851
432529.089747,432529.090751
434329.093731
436129.093899,436129.095797
457729.285209
482929.492056,482929.492743
491929.566406,491929.566407
506329.698605
513529.780147,513529.783175
518929.788100
529729.923550
533329.954142,533329.957629
558530.170243
567530.231698
569330.277819
589130.412574
599930.417506
