1640971059.155855,1640971059.267120
1640974659.187472,1640974659.324227
1640978259.237765,1640978259.299869
1640980059.263886,1640980059.381219
1640984669.932196,1640984670.037415
1640988269.978927,1640988270.023302
1640991870.015104,1640991870.086140
1640999070.105437
1640999071.243940
1641000870.123199,1641000870.202400
1641008070.208665,1641008070.343661
1641011670.258627,1641011670.313824
1641013470.281861,1641013470.404880
1641017070.340795,1641017070.470664
1641027870.375010,1641027870.419093
1641032592.027941,1641032592.095577
1641037992.097098,1641037992.201784
1641041592.112185,1641041592.175307
1641043392.127843,1641043392.265241
1641046992.164926,1641046992.234543
1641050592.211660,1641050592.306143
1641057792.285387,1641057792.431776
1641059592.330570,1641059592.432521
1641061392.383391,1641061392.512015
1641075715.115184,1641075715.187968
1641077515.138855,1641077515.177101
1641081115.191460,1641081115.244596
1641093715.338183,1641093715.447640
1641097315.369430,1641097315.505227
1641099115.404237,1641099115.512895
1641100915.434187,1641100915.574645
1641102715.464026,1641102715.565688
1641105528.150678,1641105528.191997
1641117038.995859,1641117039.133415
1641118838.970978,1641118839.059521
1641124239.105372,1641124239.201275
1641131439.187301,1641131439.249905
1641135039.240160,1641135039.319978
1641144039.337142
1641144040.346660
1641147639.417571,1641147639.519584
1641149439.414468,1641149439.500437
1641153039.475905,1641153039.570356
1641156639.527455,1641156639.579407
1641162039.508354,1641162039.636708
1641167439.613452,1641167439.652510
1641169239.647537
1641169240.757372
1641178239.768435,1641178239.875322
1641187239.884515,1641187240.009413
1641190839.923983,1641190840.074126
1641196239.991657
1641208840.148896,1641208840.237532
1641221440.299542,1641221440.418693
1641223240.344406,1641223240.415881
1641225040.356969,1641225040.509330
1641228640.417540,1641228640.479376
1641234040.469863,1641234040.538609
1641235840.490858,1641235840.627749
1641239440.549482,1641239440.608386
1641249121.210621,1641249121.271064
1641261721.351691,1641261721.479134
1641268921.406308,1641268921.482250
1641277921.596215,1641277921.686566
