1638807805.712765,1638807805.716438,1638807805.716811,1638807805.717319
1638809605.739093,1638809605.740535
1638811405.732859,1638811405.738920,1638811405.739029
1638818605.766572,1638818605.768122
1638820405.772689,1638820405.772844,1638820405.773603
1638822205.783584,1638822205.783585,1638822205.785045
1638824005.788969,1638824005.789215,1638824005.790555
1638831205.818604,1638831205.826257
1638843805.885228,1638843805.885230
1638847405.897953,1638847405.899670
1638852200.282375
1638855800.300488,1638855800.305876
1638859400.384356,1638859400.384857,1638859400.386239
1638872000.358099
1638882800.378956,1638882800.380979,1638882800.382682
1638886400.440188
1638890000.438340,1638890000.443643,1638890000.443643
1638899000.459644,1638899000.461215
1638902600.492992,1638902600.492993
1638908000.508994,1638908000.510997,1638908000.516685
1638911600.539769
1638922400.576770
1638926000.583631,1638926000.584111,1638926000.584112
1638940400.637377,1638940400.637686,1638940400.639389
1638942200.647157,1638942200.651885
1638945800.659327,1638945800.659755,1638945800.659755,1638945800.659756
1638948344.594950
1638950144.608567,1638950144.608567
1638953744.624940
1638960944.665068,1638960944.665069
1638962744.648452,1638962744.662193,1638962744.666591
1638968144.643811,1638968144.648134,1638968144.649507
1638971744.676723
1638977144.712043,1638977144.712902,1638977144.712904,1638977144.712904
1638978944.712378,1638978944.720972,1638978944.721226
1638982544.731670,1638982544.732998,1638982544.738828
1638984344.742482,1638984344.744334
1638987944.826054
1638996944.779722,1638996944.783952,1638996944.784194
1639002344.876193,1639002344.877843,1639002344.879879
1639007744.881281
1639014944.870119,1639014944.873775,1639014944.874633
1639031144.957767,1639031144.957768,1639031144.957768
1639034744.931244,1639034744.932739
1639036544.939470,1639036544.939996,1639036544.940385
1639047344.984456,1639047344.985405,1639047344.987279,1639047344.990384
1639049144.994629,1639049145.001562,1639049145.001563,1639049145.001563
1639050945.007208
1639058145.068360,1639058145.068361
1639061745.034653
1639065345.018567,1639065345.023779,1639065345.024452
1639068945.161711,1639068945.163469,1639068945.165296
1639074345.136840,1639074345.136841,1639074345.136842
1639076145.127163,1639076145.136539
1639083345.202638,1639083345.214370,1639083345.214372
1639085145.179979
1639086945.186014,1639086945.187321,1639086945.194071
1639092345.268447
1639099545.218882,1639099545.220681,1639099545.229511
1639110345.268783,1639110345.268784
1639117545.328168,1639117545.332360,1639117545.332361
1639122114.481050
1639127514.472877,1639127514.473542,1639127514.473543
1639134714.530965,1639134714.530966
1639136514.528993,1639136514.530523,1639136514.532549,1639136514.533977
1639149114.569664
1639159914.628732,1639159914.628733
1639168914.664422,1639168914.666015
1639174314.692312,1639174314.693886,1639174314.698949
1639181514.725335,1639181514.726679,1639181514.728545
1639186914.737145,1639186914.739764,1639186914.740311
1639188714.752957,1639188714.753793,1639188714.753794
1639190514.760119,1639190514.760345
1639194114.770815,1639194114.777043,1639194114.777045
1639195832.545938,1639195832.547269,1639195832.568448,1639195832.569210
1639197632.559767,1639197632.561235
1639201232.576679,1639201232.578275,1639201232.582386
1639204832.604495,1639204832.604495
1639213832.641930,1639213832.642322,1639213832.645797
1639221032.686541
1639222832.663342,1639222832.668288,1639222832.668364
1639224632.670950,1639224632.672258,1639224632.673945,1639224632.676167
1639228232.688793
1639231832.709485,1639231832.714189,1639231832.714190
