59.075519
74.026695
194.068590,194.141112
239.093855
284.047329
314.051110
329.107284
374.065066
419.130658
434.073816
464.071007
509.133112
554.081093,554.082005
674.091448
734.099822,734.302642,734.406122
779.051546
794.105089
824.107906
869.064702
914.117747,914.120648
1004.127037
1034.130589
1049.083885
1094.137475
1139.090910
1154.041372
1184.043645
1229.100470
1319.146694
1364.071484
1394.067204
1409.120208
1454.087576
1499.131886
1514.081305
1544.083634
1634.128942,1634.137394
1679.047591
1724.134310
1754.114561
1769.064441
1814.112850
1859.066156
1949.113230
1994.137194
2039.086315
2084.191826
2114.150246
2129.100165
2234.053084
2309.162724,2309.701634,2309.835072
2354.072742,2354.171763
2399.133597
2444.085584
2474.100356
2489.143889
2594.106847
2624.134310
2669.158777
2714.112429,2714.118408
2759.177893
2804.133501
2834.126063
2894.172929
2939.090670
2954.154552
2984.145418
3029.109842
3074.158730,3074.158730
3119.114025
3194.982678
3209.121649
3299.130089
3344.085518
3389.146804
3434.108870,3434.108871
3524.239371
3554.191088
3569.158169
3614.116776
3659.167749
3674.117560
3749.177432
3884.186952
3914.144044
3929.196846
3955.003410
3974.151167
4019.106600
4034.158614
4064.162172
4154.171875,4154.173883
4199.125138
4244.181066
4274.185304
4289.134358
4379.140200
4394.093099
4469.193771
4514.099416,4514.229256
4559.154179
4604.106673
4634.126666
4649.160921
4694.113554
4754.123752
4784.125176
4829.176012
4919.184018
4994.140507
5009.090167
5099.142011
5114.151350
5144.153341
5189.107986
5234.161792,5234.165841
5279.117248
5324.171151
5475.862745
5504.238161,5504.290872
5594.096288,5594.099880
5639.149567
5684.102216
5714.105430
5729.160897
5774.111485
5819.198575
5834.117560
5883.578237
5909.183880
5954.138421,5954.138421
6044.138399
6089.092522
6134.148285
6179.108162
6194.154793
6224.163699
6269.114474
6314.167812,6314.170232
6359.120624
6404.174842
6434.178417
6449.130745
6519.068143
6539.138274
6554.086978
6584.096592
6674.136771,6674.202189
6719.155435
6764.110864
6794.112888
6809.163769
6854.117265
6899.173878
6914.125011
6944.127574
6989.183539
7034.136993,7034.144060
7079.088878
7124.146517
7154.149500
7169.099437
7214.156650
7274.175934
7304.312149
7349.122809
7394.173135,7394.175762
7439.125732
7484.182255
7514.184669
7619.154718
7634.094247
7664.099612
7709.153473
7754.107914,7754.113690
7799.186654
7844.118922
7874.122114
7889.170995
7934.130136
7979.183545
7994.132392
8024.143432
8069.193005
8114.162026,8114.162026
8159.101252
8234.158806
8249.108159
8294.170069
8339.116521
8354.170179
8384.187626
8474.182728,8474.185373
8564.188062
8609.156735
8699.151319
8714.101421
8744.105841
8789.166553
8879.235090
8924.136711
8954.128608
8969.185175
9059.189958
9104.145470
9194.208205,9194.208206
9284.159186
9314.164199
9329.111676
9374.167742
9419.122275
9434.295494
9464.176912
9509.133266
9554.186791,9554.196367
9599.141165
9644.197368
9674.201860
9689.152791
9779.213772
9794.112743
9824.110665
9869.182783
9914.125443,9914.125444
9959.175224
10004.129451
10034.132004
10049.186081
10094.137675
10139.208799
10154.152066
10184.149930
10274.188045,10274.188046
10319.111354
10364.168974
10394.190141
10409.135040
10454.176114
10499.129974
10514.185963
10544.193448
10589.148243
10634.200187,10634.200188
10679.154796
10724.213228
10754.217060
10769.169604
10859.221600
10904.130726
10949.198877
10994.141872,10994.148536
11039.198154
11084.152465
11114.163756
11129.222148
11174.164106
11219.223391
11234.170781
11264.174894
11309.231893
11399.177589
11444.195364
11474.198835
11489.149880
11534.206534
11594.222951
11624.219777
11669.170374
11714.226548,11714.230596
11759.191560
11804.235517
11834.242686
11849.191497
11939.246760
11954.149764
11984.154560
12029.208721
12074.177474,12074.265561
12119.219771
12164.175729
12194.177881
12254.438900
12299.240731
12314.189963
12344.192957
12389.248966
12434.206930,12434.209811
12524.211162
12554.215821
12569.168420
12614.222335
12659.175295
12674.231994
12704.230188
12749.182971
12794.240797,12794.242046
12839.203116
12884.247612
12914.250937
12929.200043
13019.218675
13034.159636
13064.164988
13109.217229
13199.227166
13244.180100
13274.185798
13289.235950
13334.189035
13379.248112
13394.198244
13424.199138
13514.230464,13514.231303
13559.162851
13604.218213
13634.220199
13649.170968
13694.227072
13739.180781
13754.237552
13829.194840
13874.249895,13874.251850
13919.198799
13964.261419
13994.257887
14009.209771
14114.168301
14144.283834
14189.226970
14234.180788,14234.184558
14279.235987
14324.192209
14354.398072
14369.246559
14459.301637
14474.205830
14504.208897
14639.277189
14684.228243
14714.238245
14774.291933
14819.191187
14834.244481
14864.247387
14909.200076
14954.263424
14999.210122
15074.318524
15089.219675
15134.172656
15179.229041
15194.179886
15224.183310
15269.240263
15314.194924,15314.195803
15404.251920
15449.258355
15494.211770
15539.268716
15554.220921
15584.229576
15629.280804
15720.001375
15764.240764
15809.196319
15854.254084
15899.204808
15914.158320,15914.258192
15944.264001
16034.272787,16034.277757
16079.226251
16124.283138
16154.285628
16214.290355
16259.448394
16274.197565
16349.256767
16394.209097,16394.209881
16439.263264
16484.217014
16514.220898
16529.272248
16574.223990
16664.232121
16709.294072
16754.346615,16754.350159
16799.196589
16844.249949
16874.253770
16889.206068
16934.258545
16979.237675
16994.265680
17024.273111
17069.223179
17114.284629,17114.284629
17159.233220
17204.288146
17234.294317
17294.301130
17339.253082
17384.206156
17429.261811
17474.216068,17474.318742
17519.266280
17564.224533
17594.222209
17654.231138
17699.284319
17714.254786
17744.237738
17789.294576
17834.249127,17834.266254
17924.255620
17969.339463
18014.265390
18059.276258
18074.271733
18104.275663
18149.243365
18194.297870,18194.297871
18239.238379
18284.295617
18314.298310
18329.248276
18419.303170
18434.208653
18509.281048
18554.219650,18554.224080
18599.280260
18644.235215
18674.231660
18689.289564
18779.293615
18794.245874
18824.255497
18869.309197
18914.257852,18914.273130
18959.228944
19004.270614
19034.273939
19049.224164
19094.274978
19154.281145
19184.285057
19229.239191
19274.294527,19274.302519
19319.249156
19364.304325
19394.306491
19409.256568
19499.276347
19514.217023
19544.325820
19589.278814
19634.232071,19634.334030
19679.287289
19724.242050
19754.246022
19769.297617
19814.246950
19859.308566
19874.254884
19904.257388
19994.272196,19994.279245
20039.225288
20114.288009
20129.231970
20174.285309
20219.239150
20264.295994
20354.354676,20354.355231
20399.260266
20444.341250
20489.269020
20579.279787
20624.236971
20669.287495
20714.229201,20714.347889,20714.350118
20759.295694
20804.253872
20834.257069
20849.311953
20894.264224
20939.316176
20954.266383
20984.276617
21029.271185
21074.277464,21074.279587
21164.287123
21194.291594
21254.298021
21299.250924
21314.302202
21344.309099
21389.257943
21434.320277
21479.276516
21524.326354
21569.277264
21659.286818
21674.210143,21674.236329,21674.239072
21704.239429
21749.295599
21794.250196,21794.253734
21839.305281
21884.259095
21914.263888
21929.314969
21974.272141
22019.372898
22034.280316
22064.278784
22154.288990,22154.291869
22199.239467
22244.310306
22274.299424
22289.252010
22334.324832
22379.261718
22394.312888
22424.315451
22469.276049
22514.324540
22559.282704
22604.334034
22634.339746
22649.288336
22694.242621
22739.302012
22784.249078
22829.308065
22874.259734,22874.266643
22919.318647
22964.269162
23009.328520
23054.283723
23099.335527
23114.289342
23279.356209,23279.575192,23279.661972
23324.307966
23354.313855
23369.270147
23414.321109
23474.330484
23504.327241
23549.281208
23594.390625,23594.391132
23639.290155
23684.349558
23714.349887
23729.299908
23819.315595
23909.428423
23954.380050,23954.380969
24044.284276
24074.285514
24089.342272
24134.299366
24194.304223
24224.321109
24314.317344,24314.318065
24359.270300
24434.326394
24449.278197
24539.345543
24554.345618
24584.347086
24629.294711
24674.353372,24674.356986
24764.363749
24809.323877
24899.320175
24914.271862
24944.272616
24989.338832
25079.342789
25124.291991
25154.295734
25169.376850
25214.300580
25259.374234
25274.319726
25304.311376
25394.384522
25484.335480,25484.537849,25484.645819
25514.339881
25529.288514
25574.349997
25619.301702
25634.344968
25709.306715
25754.359295
25799.362917
