1640966409.690359,1640966409.735636,1640966409.880560,1640966410.030791
1640966414.117226,1640966414.123676,1640966414.123677,1640966414.209252
1640966424.137909,1640966424.143618,1640966424.262585
1640966428.761823,1640966428.769243,1640966428.974302
1640966434.379713,1640966434.384306,1640966434.707222
1640966438.906847,1640966438.911924,1640966439.435508,1640966439.718961,1640966439.913691,1640966439.919946,1640966439.931865
1640966443.307440,1640966443.315340,1640966443.827651,1640966443.999553,1640966444.422709,1640966444.428684,1640966444.744756
1640966460.507561,1640966460.512254,1640966460.821431
1640966469.004986,1640966469.010785,1640966469.213940
1640966484.777708,1640966484.782456,1640966485.193068
1640966497.049357,1640966497.062445,1640966497.274016
1640966499.306539,1640966499.320662,1640966499.617226
1640966503.725736,1640966503.733803,1640966504.025150
1640966514.979063,1640966514.984021,1640966515.264184
1640966518.363211,1640966518.379334,1640966518.450034
1640966523.183058,1640966523.195452,1640966523.458034,1640966523.467457,1640966523.792871
1640966527.245742,1640966527.261944,1640966527.451721
1640966532.981246,1640966532.992898,1640966533.216996
1640966536.187477,1640966536.195710,1640966536.495022
1640966539.563318,1640966539.600975,1640966539.753819
1640966541.877975,1640966541.885907,1640966541.900987
1640966549.684757,1640966549.729758,1640966549.732421,1640966550.111805,1640966550.808732,1640966550.813455,1640966550.813457,1640966551.003994
1640966557.481652,1640966557.488750,1640966557.792279
1640966563.109008,1640966563.115181,1640966563.210439
1640966564.223390,1640966564.229986,1640966564.518110
1640966566.486828,1640966566.498260,1640966566.782241
1640966568.747022,1640966568.753138,1640966568.951509
1640966575.501503,1640966575.540060,1640966575.700425
1640966581.003335,1640966581.014399,1640966581.244248
1640966584.418236,1640966584.423938,1640966584.513403
1640966594.424717,1640966594.432214,1640966594.450405
1640966602.303052,1640966602.311761,1640966602.516576
1640966605.685528,1640966605.692458,1640966605.704243
1640966611.224920,1640966611.230821,1640966611.511588
1640966620.217023,1640966620.222678,1640966620.458555
1640966623.592975,1640966623.600155,1640966623.706819
1640966639.160076,1640966639.172202,1640966639.176628,1640966639.679949,1640966639.686661,1640966639.700529
1640966655.749203,1640966655.754159,1640966655.959628
1640966659.435582,1640966659.441571,1640966659.450461
1640966661.389292,1640966661.395883,1640966661.483409
1640966662.609967,1640966662.615625,1640966662.717962
1640966677.281970,1640966677.294383,1640966677.457588
1640966693.330056,1640966693.338695,1640966693.450478
1640966698.581335,1640966698.588606,1640966698.756912
1640966704.184816,1640966704.194362,1640966704.203214
1640966720.262020,1640966720.266416,1640966720.465066
1640966736.339127,1640966736.347522,1640966736.450737
1640966737.771597,1640966737.779293,1640966737.976063
1640966748.972121,1640966748.980144,1640966749.246616
1640966752.332196,1640966752.339066,1640966752.450480
1640966761.332951,1640966761.338782,1640966761.344902
1640966764.630082,1640966764.639156,1640966764.726181
1640966769.135815,1640966769.144641,1640966769.208490
1640966785.194478,1640966785.199601,1640966785.512075
1640966788.159080,1640966788.165813,1640966788.254480
1640966793.787342,1640966793.792970,1640966793.989143
1640966797.170158,1640966797.178946,1640966797.201518
1640966800.550293,1640966800.555215,1640966800.764238
1640966802.722873,1640966802.729316,1640966803.006439
1640966818.389933,1640966818.394426,1640966818.462591
1640966820.725029,1640966820.732042,1640966820.951565
1640966824.022379,1640966824.028972,1640966824.204051
1640966827.387408,1640966827.393382,1640966827.485658
1640966839.678078,1640966839.683985,1640966839.760580
1640966841.911625,1640966841.920813,1640966842.015096
1640966845.299061,1640966845.305426,1640966845.495364
1640966848.680868,1640966848.691200,1640966848.709285
1640966864.747781,1640966864.753991,1640966864.757956
1640966880.824516,1640966880.829730,1640966880.951603
